"to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number","ID"
1,1,0,0,"2012-01-20 13:31:30",0,0,0,"yes",0,0,0,6.561,116,0,0,0,0,1,"small","UvJl5UmjTT"
1,1,0,0,"2012-01-21 07:08:13",0,0,0,"no",0,0,0,3.219,56,0,0,0,0,1,"small","0ZmJVM4cyl"
1,1,0,0,"2012-01-23 06:37:26",0,0,0,"no",0,0,0,35.925,460,0,0,0,0,0,"big","k7RrDcmPOz"
1,1,0,0,"2012-01-23 07:36:19",0,0,0,"no",0,0,0,17.554,238,0,0,0,0,8,"big","N2qATQUo4z"
0,1,0,1,"2012-01-23 14:48:52",0,0,0,"no",0,0,0,1.931,50,1,1,0,0,4,"small","KavEQAD5y6"
0,1,0,1,"2012-01-23 14:52:04",0,0,12,"no",0,0,0,10.403,257,1,1,1,0,10,"small","RUgLIP6BGo"
0,1,0,0,"2012-01-23 16:23:58",0,0,0,"no",0,0,0,24.832,624,1,0,0,0,2,"small","quRfSj8ILt"
0,1,0,0,"2012-01-23 17:14:17",0,0,0,"no",0,0,0,9.197,148,1,0,0,0,6,"small","G2bcGXoyNO"
0,1,0,0,"2012-01-23 18:27:46",0,0,0,"no",0,0,0,26.526,653,1,0,0,0,2,"small","OFXNE7aTnm"
0,1,0,0,"2012-01-24 08:04:07",0,0,22,"no",1,0,0,17.135,376,1,0,0,0,10,"small","lo6cBH4ZWv"
0,1,0,0,"2012-01-24 09:43:59",0,0,4,"no",0,0,0,4.575,87,0,0,0,0,1,"small","uHGVCI78Cl"
0,1,0,0,"2012-01-24 04:00:05",0,0,0,"no",0,0,0,3.306,89,1,0,0,0,1,"small","kj5G2LiJzZ"
0,1,0,0,"2012-01-24 06:54:54",0,0,0,"no",0,0,0,24.294,616,1,0,0,0,1,"small","k7MZJXwWsl"
1,1,0,1,"2012-01-24 07:28:52",0,0,0,"no",0,0,0,0.332,9,0,0,0,0,0,"none","etUW2U2bKn"
0,1,1,1,"2012-01-24 07:47:49",0,0,0,"no",0,0,0,0.518,17,0,1,0,0,0,"small","THAzdT0TqX"
0,1,0,0,"2012-01-20 07:24:00",0,0,0,"no",0,0,0,22.817,446,1,0,0,0,55,"small","Je27K98ndD"
1,1,0,0,"2012-01-24 12:11:01",0,0,0,"no",0,0,0,0.718,11,0,0,1,0,0,"none","xWrWN2sl0L"
0,1,0,0,"2012-01-24 12:29:14",0,0,0,"no",0,0,0,33.115,781,1,0,0,0,1,"small","tWCNQMPZHz"
0,1,0,0,"2012-01-24 12:36:59",0,0,0,"no",0,0,0,30.363,724,1,0,0,0,1,"small","OTWw176Txe"
0,1,0,1,"2012-01-24 12:56:35",0,0,4,"no",0,0,0,9.622,256,1,1,0,0,8,"small","vwWoEjk7yg"
0,1,0,1,"2012-01-24 12:58:50",0,0,0,"yes",0,0,0,17.402,233,0,1,0,0,1,"small","LvbSeuNhZo"
0,1,0,0,"2012-01-25 02:13:06",0,0,4,"no",0,0,0,0.969,14,1,0,0,0,0,"small","whmDEK0twv"
1,1,1,0,"2012-01-25 07:09:23",0,0,0,"no",0,0,0,2.107,57,1,1,0,0,2,"small","moGmTpoYuh"
1,1,0,0,"2012-01-25 07:38:45",0,0,0,"no",0,0,0,11.438,170,0,0,0,0,0,"small","JoWKEtdLaD"
0,1,0,1,"2012-01-25 10:31:11",0,0,0,"no",0,0,0,14.581,262,1,1,0,0,2,"small","UVVpmu2bHM"
0,1,0,0,"2012-01-25 11:04:30",0,0,0,"no",0,0,0,16.198,242,1,0,0,0,2,"big","kT9hWLnzrF"
0,1,0,0,"2012-01-25 10:51:30",0,0,0,"no",0,0,0,0.77,24,0,0,0,0,0,"none","ZvwBDVjVVx"
1,1,0,0,"2012-01-25 12:16:14",0,0,0,"no",0,0,0,0.478,9,0,0,0,0,1,"small","moKeVpfrhY"
0,1,0,0,"2012-01-25 14:12:52",0,0,0,"no",0,0,0,24.289,620,1,0,0,0,1,"small","432Rv3Uhdw"
0,1,2,1,"2012-01-25 14:46:55",0,0,10,"no",0,0,0,23.308,477,1,1,0,0,12,"small","4jGZjkcq9L"
0,1,0,0,"2012-01-25 15:02:37",0,0,0,"no",0,0,0,26.588,659,1,0,0,0,1,"small","lgWwp2adJB"
0,1,0,0,"2012-01-25 15:09:43",0,0,0,"no",0,0,0,27.971,685,1,0,0,0,1,"small","IAUJMALBtH"
0,1,0,0,"2012-01-25 12:24:36",0,0,0,"no",0,0,0,6.927,117,1,0,0,0,1,"small","5Svyx7oMuA"
1,1,0,0,"2012-01-26 05:15:31",0,0,0,"no",0,0,0,9.014,119,0,0,0,0,0,"small","bS06Nsqb7E"
1,1,0,0,"2012-01-26 06:18:01",0,1,0,"no",0,0,0,0.302,8,0,0,0,0,0,"none","EBDbOigKur"
0,1,0,1,"2012-01-26 06:23:19",0,0,0,"no",0,0,0,0.605,18,1,1,0,0,2,"small","o3kGrShKOR"
0,1,0,1,"2012-01-26 07:12:02",0,0,2,"no",0,0,0,59.007,1643,1,0,0,0,41,"big","e0Ffn4NwMZ"
0,1,0,1,"2012-01-26 09:56:03",0,0,0,"no",0,0,0,1.637,37,1,1,0,0,2,"small","F4VIkSLoc8"
1,1,0,0,"2012-01-26 07:46:27",0,0,0,"no",0,0,0,0.559,15,0,0,0,0,0,"small","VPHBNgFFqz"
0,1,0,0,"2012-01-26 13:18:52",0,0,0,"no",0,0,0,1.025,33,0,0,0,0,1,"small","uiN9WePuxQ"
0,1,0,0,"2012-01-26 14:22:10",0,0,0,"no",0,0,0,0.404,10,0,0,0,0,0,"none","mhHIxuIpla"
0,1,0,0,"2012-01-26 18:05:04",0,1,0,"no",0,0,0,3.057,63,0,0,0,0,0,"big","O7DL7V3E57"
0,1,0,0,"2012-01-27 04:29:51",0,0,0,"no",0,0,0,10.824,353,1,0,0,0,2,"small","itGNEzySll"
1,1,0,0,"2012-01-27 06:16:39",0,0,0,"no",0,0,0,5.627,134,1,0,0,0,5,"big","WWpxPw1SXj"
0,1,0,0,"2012-01-27 06:26:15",0,0,0,"no",0,0,0,24.222,620,1,0,0,0,1,"small","Z01CSIRaqW"
0,1,0,0,"2012-01-27 13:00:31",0,0,2,"no",0,0,0,10.308,165,1,0,1,0,6,"small","UZRM6EJF7D"
0,1,0,1,"2012-01-27 14:46:57",0,0,0,"no",0,0,0,4.621,90,1,0,0,0,4,"small","2ao3eMzVVc"
0,1,0,1,"2012-01-28 07:30:05",0,0,0,"no",0,0,0,12.985,347,1,1,1,0,34,"small","eEOeDQbIpu"
0,1,0,0,"2012-01-28 13:28:14",0,0,4,"no",0,0,0,4.492,87,0,0,0,0,1,"small","XxkzvIIdHQ"
0,1,0,0,"2012-01-28 17:42:42",0,0,23,"no",0,0,0,17.188,578,1,0,0,0,3,"small","OKI6EY9Qgu"
0,1,0,0,"2012-01-28 17:43:26",0,0,0,"no",0,0,0,4.637,134,1,0,0,0,2,"small","YodvWcX6O3"
0,1,0,0,"2012-01-29 01:34:24",0,0,6,"no",0,0,0,8.553,276,1,0,0,0,3,"small","7kIFABi4Xk"
0,1,0,0,"2012-01-29 01:24:38",0,0,0,"no",0,0,0,13.157,251,1,0,0,0,44,"small","vr9PSGIDUv"
0,1,0,0,"2012-01-29 10:15:06",0,0,0,"no",0,0,0,0.712,23,0,0,0,0,0,"none","AFBhJdSQdi"
0,1,0,0,"2012-01-29 10:16:46",0,0,0,"no",0,0,0,0.711,23,0,0,0,0,0,"none","TDTjOcLmhP"
0,1,0,0,"2012-01-29 10:31:15",0,0,0,"no",0,0,0,0.725,23,0,0,0,0,0,"none","vHBLKCvJOq"
0,1,0,0,"2012-01-29 10:32:13",0,0,0,"no",0,0,0,0.727,23,0,0,0,0,0,"none","MfdBk549xx"
0,1,0,0,"2012-01-29 10:33:44",0,0,0,"no",0,0,0,0.73,23,0,0,0,0,0,"none","yrZ5WZhhAs"
0,1,0,0,"2012-01-29 10:39:02",0,0,0,"no",0,0,0,0.728,23,0,0,0,0,0,"none","HhDprpcFql"
0,1,0,0,"2012-01-29 18:55:51",0,0,0,"no",0,0,0,1.222,30,0,0,0,0,0,"small","NFle4qyzgc"
0,1,0,0,"2012-01-30 02:30:59",0,0,0,"no",0,0,0,4.826,86,1,0,0,0,5,"small","ItsB7wsn6h"
0,1,1,1,"2012-01-30 13:46:23",0,0,0,"no",0,0,0,3.732,84,1,1,0,0,7,"small","GPp3seIBMj"
1,1,0,0,"2012-01-30 12:55:33",0,0,0,"no",0,0,0,1.003,28,1,0,0,0,0,"big","8m3KWSI19E"
0,1,0,1,"2012-01-30 17:09:10",0,0,0,"no",0,0,0,4.695,108,1,1,0,0,0,"small","HYdCdWFfoi"
0,1,0,0,"2012-01-30 22:10:36",0,0,0,"no",0,0,0,0.602,29,0,0,0,0,0,"small","oXVuTSoFqf"
0,1,0,0,"2012-01-31 11:23:09",0,0,4,"no",1,0,0,7.865,193,1,0,0,0,5,"small","0eWo9Pxj2N"
0,1,0,0,"2012-01-31 11:51:34",0,0,0,"no",0,0,0,17.337,276,1,0,0,0,2,"small","GVxSoAWl4R"
0,1,0,0,"2012-01-31 04:00:05",0,0,0,"no",0,0,0,4.046,107,1,0,0,0,1,"small","8RysTzaugR"
1,1,0,0,"2012-01-31 07:14:14",0,0,0,"no",0,0,0,4.839,104,1,0,0,0,0,"small","9cKfZjNMrA"
0,1,0,0,"2012-01-31 15:29:34",0,0,0,"no",0,0,0,6.634,134,1,0,0,0,2,"small","6D4f718lyd"
0,1,0,0,"2012-01-31 08:26:40",0,0,0,"no",0,0,0,4.614,82,1,0,0,0,1,"small","zXkphYvUis"
0,1,0,1,"2012-01-31 11:46:44",0,0,2,"no",0,0,0,3.402,80,1,1,0,0,2,"small","WD90idUl0d"
0,1,0,0,"2012-01-31 18:18:26",0,0,0,"no",0,0,0,0.493,17,0,0,0,0,0,"small","blukrwad18"
0,1,2,0,"2012-01-31 13:21:51",0,0,1,"no",0,0,0,5.856,237,1,0,0,0,1,"small","YqesD0vnc1"
0,1,0,0,"2012-01-31 14:06:19",0,0,0,"no",0,0,0,26.839,665,1,0,0,0,2,"small","VC1e8Be0zE"
0,1,0,1,"2012-01-31 13:45:37",0,0,0,"no",0,0,0,3.494,106,1,1,0,0,4,"small","AXxIlswkKy"
0,1,0,0,"2012-02-01 08:04:36",0,0,12,"no",1,0,0,11.876,269,1,0,0,0,7,"small","IS3CkkcJ7e"
0,1,0,0,"2012-02-01 02:05:06",0,0,0,"no",0,0,2,1.091,25,0,0,0,0,1,"none","czv5J6Ufq1"
0,1,0,0,"2012-02-01 11:16:18",0,0,0,"no",1,0,0,7.956,192,1,0,0,0,5,"small","F0nNFJ6vjL"
0,1,3,1,"2012-01-30 10:24:02",0,0,0,"no",0,0,0,3.078,93,1,1,1,0,14,"small","hhF2Wckow0"
0,1,2,1,"2012-02-01 07:30:38",0,0,0,"no",0,0,0,29.186,678,1,1,0,0,2,"small","JcF9F8HzJO"
0,1,0,0,"2012-02-01 08:29:33",0,0,0,"no",0,0,0,0.413,12,0,0,0,0,0,"none","InK7KQtp2x"
0,1,1,0,"2012-02-01 07:36:35",0,0,0,"no",0,0,0,3.223,78,1,1,0,0,0,"big","OSzQpfm92y"
1,1,0,1,"2012-02-01 09:07:11",0,1,0,"no",0,0,0,5.39,90,1,0,0,0,2,"small","YvqJZm2mM9"
1,1,0,0,"2012-02-01 09:15:17",0,0,0,"no",0,0,0,31.695,419,0,0,0,0,1,"big","23PMikOqGR"
0,1,0,0,"2012-02-01 14:32:11",0,0,0,"no",0,0,2,11.229,287,1,0,0,0,36,"small","7JH62qKhT4"
1,1,0,0,"2012-02-01 15:42:13",0,0,0,"no",0,0,0,1.2,26,0,1,0,0,0,"small","6E9kBzSsnm"
0,1,0,0,"2012-02-01 08:52:24",0,0,0,"no",0,0,0,12.022,282,1,0,0,0,0,"small","pG5YWH6XcI"
0,1,0,0,"2012-02-01 12:06:40",0,0,0,"no",0,0,0,12.46,152,1,0,0,0,9,"big","RnM2hHJUSS"
0,1,0,1,"2012-02-01 12:10:30",0,0,0,"no",0,0,0,57.538,1616,1,1,0,0,15,"big","Kjj7PIo33W"
0,1,0,0,"2012-02-01 12:28:54",0,0,0,"no",0,0,0,8.235,208,1,0,0,0,7,"small","gGl959hibp"
0,1,0,0,"2012-02-01 14:38:03",0,0,0,"no",0,0,0,2.374,100,0,1,0,0,2,"small","obKVbztVWK"
0,1,0,0,"2012-02-01 18:22:47",0,0,0,"no",0,0,0,31.813,416,0,0,0,0,0,"none","dXuCSdN7QZ"
0,1,0,1,"2012-02-01 15:57:24",0,0,0,"no",0,0,0,6.161,143,1,1,0,0,2,"small","uNldtRYVum"
0,1,0,0,"2012-02-01 18:14:31",0,0,0,"no",0,0,0,3.347,93,1,1,0,0,8,"small","iFMseMlOQM"
0,1,0,1,"2012-02-01 21:34:08",0,0,0,"no",0,0,0,0.833,20,1,0,0,0,0,"none","QWOuDxQr1K"
0,1,0,0,"2012-02-02 02:41:39",0,0,0,"no",0,0,0,9.882,197,1,0,0,0,0,"big","dxjCjaDakL"
0,1,0,0,"2012-02-02 03:21:05",0,0,0,"no",0,0,0,2.221,56,1,0,0,0,3,"small","O6tRuiwvu9"
0,1,0,1,"2012-02-01 20:46:23",0,0,0,"no",0,0,0,1.668,33,1,1,1,0,4,"small","S96GdTGQgR"
0,1,0,0,"2012-02-02 11:05:45",0,0,14,"no",1,0,0,19.813,422,1,0,0,0,11,"small","963L91G6sn"
1,1,0,0,"2012-02-02 06:41:43",2,2,0,"no",0,0,0,20.451,383,1,0,1,0,7,"small","tgKrCDm9nD"
1,1,0,0,"2012-02-02 06:52:53",3,3,0,"no",0,0,0,22.436,315,0,0,1,0,1,"small","DUA6Zv5SK0"
0,1,1,1,"2012-02-02 07:35:58",0,0,0,"no",0,0,0,23.191,678,1,1,0,0,10,"small","mJ8XXtIylE"
0,1,1,1,"2012-02-02 08:21:05",0,0,0,"no",0,0,0,27.612,817,1,1,0,0,10,"small","fiCW9imYHc"
0,1,0,0,"2012-02-02 10:48:41",3,3,0,"no",0,0,0,6.279,162,1,1,0,0,0,"small","KJUxzqf96e"
0,1,0,0,"2012-02-02 19:35:26",0,0,0,"no",0,0,0,11.964,327,1,0,1,0,0,"small","2lAigGm9O7"
1,1,0,0,"2012-02-02 14:34:29",0,0,0,"no",0,0,0,2.81,42,0,0,1,0,2,"small","w5XG4dOHLA"
0,1,0,1,"2012-02-02 11:39:27",0,0,0,"no",0,0,0,1.139,63,0,1,0,0,2,"none","eS4bKQt9NN"
0,1,0,1,"2012-02-02 17:58:18",0,0,0,"no",0,0,0,4.375,107,1,1,0,0,6,"big","SdR1IZ3izz"
1,1,2,1,"2012-02-02 21:05:44",0,0,0,"no",0,0,0,1.969,62,1,1,0,0,2,"small","g7tM0IP4Ae"
0,1,2,1,"2012-02-02 21:20:20",0,0,0,"no",0,0,0,6.857,135,1,1,0,0,10,"big","OkGI7xt85C"
0,1,0,0,"2012-02-03 02:49:48",0,0,5,"no",0,0,0,0.972,13,0,0,0,0,0,"small","5oWJy4Ivr2"
0,1,0,0,"2012-02-03 05:59:53",0,0,4,"no",0,0,0,61.721,981,1,0,0,0,1,"small","Q56MotnpqS"
0,1,0,0,"2012-02-03 02:09:26",0,0,0,"no",0,0,0,9.833,200,1,0,0,0,32,"small","ZDxEDVOn7d"
0,1,0,0,"2012-02-03 03:26:13",0,0,0,"no",0,0,1,0.978,14,0,0,0,0,0,"small","aTEjmYzEYu"
1,1,0,0,"2012-02-03 07:21:43",1,2,0,"no",0,0,0,6.433,141,1,0,0,0,1,"small","qPOqZZDp2g"
0,1,0,0,"2012-02-03 13:30:21",0,0,0,"no",0,0,0,11.827,326,1,0,1,0,0,"small","ApsJ0CNtnj"
1,1,0,0,"2012-02-03 10:55:18",0,0,0,"no",0,0,0,0.979,24,0,0,0,0,0,"small","wuCn1Gqyfl"
0,1,0,0,"2012-01-16 15:34:21",0,2,0,"no",0,0,0,0.558,23,0,0,0,0,1,"none","o3nWyuhcHy"
0,1,0,0,"2012-01-20 13:25:01",0,0,1,"yes",0,0,0,8.886,189,1,0,1,0,9,"small","A3QQPljN5r"
0,1,0,0,"2012-01-20 20:53:25",0,0,1,"no",1,0,0,1.868,34,0,0,0,0,0,"none","kNcdBakieR"
0,1,0,0,"2012-01-24 08:15:56",0,0,3,"yes",0,0,0,42.793,712,1,0,0,0,2,"big","GBZz86qayJ"
0,1,0,0,"2012-01-24 14:38:40",0,0,0,"no",0,0,0,1.123,32,0,0,0,0,0,"big","7AHrdrpSu5"
0,1,0,0,"2012-01-25 20:23:47",0,0,2,"no",1,0,0,4.079,73,1,0,0,0,1,"small","IIhvosVFwG"
0,0,0,0,"2012-01-25 13:23:05",0,0,2,"no",0,0,0,1.296,37,0,0,0,0,0,"big","ZENX1dHBlH"
0,1,0,0,"2012-01-25 16:27:14",0,2,0,"no",0,0,0,0.459,21,0,0,0,0,0,"none","nDjLxxH9m2"
0,1,0,0,"2012-01-26 03:03:32",0,0,2,"no",0,0,0,1.112,31,0,0,0,0,0,"big","0EEmeKOSwR"
0,1,0,0,"2012-01-26 03:30:24",0,0,0,"no",0,0,0,3.451,46,1,0,0,0,1,"none","nYhJFOTOil"
0,1,0,0,"2012-01-27 08:43:58",0,0,1,"no",0,0,0,0.46,18,0,0,0,0,0,"big","EQCzle3oAw"
0,1,0,0,"2012-01-27 12:05:06",0,0,0,"yes",0,0,0,0.458,20,0,0,0,0,0,"none","jFyrx5KZjA"
0,1,0,0,"2012-01-31 11:11:14",0,0,7,"no",0,0,0,2.561,15,0,0,1,0,1,"small","a3cVRu7tnm"
0,1,0,0,"2012-01-31 14:56:36",0,0,1,"no",0,0,0,0.262,11,0,0,0,0,0,"big","0hp5RhnZVw"
0,1,0,0,"2012-02-04 06:12:04",0,0,0,"no",0,0,0,1.092,15,1,1,0,0,2,"small","n0d6CXtboF"
0,1,0,0,"2012-02-10 18:05:18",0,0,0,"no",0,0,0,0.859,15,1,0,0,0,1,"small","kZejZaEHuV"
0,1,0,0,"2012-02-10 23:12:57",0,0,0,"no",0,0,0,0.645,10,1,0,0,0,2,"small","BGQZv1skkd"
0,1,0,0,"2012-02-01 03:16:24",0,0,0,"no",0,0,0,3.548,48,1,0,0,0,1,"none","EJBDQK4ANY"
0,1,0,0,"2012-02-03 00:37:09",0,0,0,"no",0,0,0,3.842,2,0,0,0,0,0,"none","uU59HJusBv"
0,1,0,0,"2012-02-02 22:01:09",0,0,5,"no",0,0,0,0.593,25,0,0,0,0,0,"small","wksSDkNvK1"
0,1,0,0,"2012-02-03 02:10:21",0,0,0,"no",0,0,0,13.021,216,1,0,0,0,0,"small","wz9VK4ksYg"
0,1,0,1,"2012-02-04 06:40:57",0,0,0,"no",0,0,0,3.348,94,1,1,0,0,2,"big","wHMiGsKaFU"
0,1,0,1,"2012-02-04 11:37:44",0,0,0,"no",0,0,0,0.177,10,0,0,0,0,0,"none","xaElyEk6tF"
0,1,0,1,"2012-02-04 12:26:49",0,0,0,"no",0,0,0,2.395,46,1,1,0,0,0,"small","Mwh1kGCwzK"
0,1,1,1,"2012-02-04 13:35:38",0,0,0,"no",0,0,0,1.938,46,0,1,0,0,1,"small","clymneKGby"
0,1,0,0,"2012-02-04 15:26:09",0,0,0,"no",0,0,2,10.368,198,1,0,0,0,1,"big","Z8DKzrkR59"
1,1,0,1,"2012-02-04 15:30:22",0,0,0,"no",0,0,0,0.278,9,0,0,1,0,2,"none","VTdiFEKaoC"
0,1,0,0,"2012-02-05 08:49:52",0,0,0,"no",0,0,0,33.136,788,1,0,0,0,1,"small","AQqmSTii0Z"
0,1,0,0,"2012-02-05 10:36:19",0,0,0,"no",0,0,0,25.534,643,1,0,0,0,1,"small","fDNZidFvFp"
0,1,0,1,"2012-02-05 09:09:27",0,0,0,"no",0,0,0,6.186,185,1,1,0,0,2,"big","55RmtHjwHo"
0,1,0,1,"2012-02-05 11:39:25",1,1,0,"no",0,0,0,0.166,6,0,0,0,0,0,"none","1O405THY0U"
0,1,0,0,"2012-02-05 15:13:45",0,0,0,"no",0,0,0,1.68,39,0,0,0,0,1,"none","xEkI1oak4c"
0,1,0,1,"2012-02-05 13:06:35",0,0,0,"no",0,0,0,0.601,18,1,0,0,0,0,"none","aqkQotrdIB"
0,1,0,1,"2012-02-05 13:27:58",0,0,0,"no",0,0,0,5.113,113,1,1,0,0,2,"small","BLHb8yJD8z"
0,1,0,1,"2012-02-05 13:49:44",0,0,0,"no",0,0,0,7.012,183,1,1,0,0,2,"small","PgFobC3pZR"
0,1,0,0,"2012-02-05 20:25:35",0,0,0,"no",0,0,0,34.868,816,1,0,0,0,1,"small","OwGLNgIMtE"
0,1,0,0,"2012-02-06 07:49:14",0,0,0,"no",0,0,0,35.379,818,1,0,0,0,1,"small","BESUUuXZrk"
1,1,0,1,"2012-02-06 08:54:41",0,0,0,"no",0,0,0,0.548,19,0,1,0,0,2,"small","wu6EyC7OMt"
0,1,0,0,"2012-02-06 13:52:47",0,0,0,"no",0,0,0,25.167,636,1,0,0,0,1,"small","dt4kM2RB8D"
1,1,0,0,"2012-02-06 14:19:04",0,0,0,"no",0,0,0,0.4,19,0,0,0,0,0,"small","qsYrGEmWsE"
0,1,0,0,"2012-02-06 14:29:07",0,0,8,"no",0,0,0,100.95,2185,1,0,0,0,23,"small","44tI6VuYhi"
1,1,0,0,"2012-02-06 17:13:42",0,0,0,"no",0,0,0,1.093,28,1,0,0,0,0,"big","OVmv6sKZRN"
0,1,0,0,"2012-02-07 08:02:03",0,0,20,"no",1,0,0,17.6,377,1,0,0,0,10,"small","ZPw1b2YVgj"
0,1,0,0,"2012-02-07 06:47:58",0,0,0,"no",0,0,0,30.815,742,1,0,0,0,1,"small","eSNrGaOF3O"
0,1,0,1,"2012-02-07 06:50:27",0,0,0,"no",0,0,0,2.34,52,1,1,0,0,0,"small","WyF0iwwMmb"
1,1,0,0,"2012-02-07 06:49:53",0,0,0,"no",0,0,0,3.662,50,0,0,1,0,1,"small","lh9Kwp5Tmv"
0,1,0,0,"2012-02-07 07:06:21",0,0,0,"no",0,0,0,2.145,36,1,0,0,0,0,"small","fARdcqnTWX"
0,1,0,0,"2012-02-07 09:11:15",0,0,0,"no",0,0,0,2.262,57,1,0,0,0,0,"none","qZYle3vV0t"
0,1,0,0,"2012-02-07 09:15:19",0,0,0,"no",0,0,0,2.061,48,1,0,0,0,0,"none","MhcQwm946K"
1,1,0,1,"2012-02-07 09:30:24",0,0,0,"no",0,0,0,9.491,144,0,0,0,0,0,"small","om5oEsAAYj"
0,1,0,1,"2012-02-07 10:18:27",0,0,0,"no",0,0,0,12.275,276,1,1,0,0,4,"big","sUqy5rVhan"
0,1,0,1,"2012-02-07 10:40:28",0,0,0,"no",0,0,0,13.444,315,1,1,0,0,4,"big","kpCfSFLaHB"
1,1,0,0,"2012-02-07 10:36:49",0,0,0,"no",0,0,0,10.767,248,1,0,0,0,5,"big","4s8xecPBy4"
0,1,0,0,"2012-02-07 11:04:47",0,0,0,"no",0,0,0,33.672,795,1,0,0,0,1,"small","PdnEmetn8B"
0,1,0,0,"2012-02-07 17:24:23",0,1,0,"no",0,0,0,12.667,147,1,0,0,0,1,"small","ChIXqNQEzE"
0,1,0,0,"2012-02-07 12:42:12",0,0,4,"no",0,0,0,10.802,162,1,0,1,0,22,"small","jmGewZkpby"
0,1,0,0,"2012-02-07 14:05:38",0,0,0,"no",0,0,0,2.165,52,0,0,0,0,2,"small","5zcCgLxF8y"
0,1,0,0,"2012-02-07 18:56:35",0,0,0,"no",0,0,2,103.749,1822,1,0,0,0,157,"big","4PreYZ5QDf"
0,1,0,0,"2012-02-07 20:52:20",0,0,0,"no",0,0,0,3.974,92,1,1,0,0,0,"small","eGGKXx3MOV"
0,1,0,0,"2012-02-07 18:29:35",0,0,0,"no",0,0,0,29.059,586,1,0,0,0,0,"small","qd8ne53yon"
0,1,0,0,"2012-02-08 10:56:40",0,0,0,"no",0,0,0,18.951,315,1,0,0,0,15,"small","k8BClKqwKo"
0,1,0,1,"2012-02-08 06:17:03",0,0,0,"no",0,0,0,0.558,17,1,1,0,0,2,"small","P0HCIbVQBc"
0,1,0,1,"2012-02-08 08:37:58",2,2,0,"no",0,0,0,1.992,61,1,1,0,0,0,"small","Zkh0BOlEjS"
0,1,0,0,"2012-02-08 11:17:43",0,0,1,"no",0,0,0,23.807,408,1,0,0,0,31,"small","MpTKmb1I7u"
0,1,0,1,"2012-02-08 11:59:31",0,0,0,"no",0,0,0,4.533,115,1,1,0,0,0,"small","3bBjbmEebB"
0,1,0,0,"2012-02-08 11:35:04",0,0,17,"no",0,0,0,44.774,880,1,0,0,0,10,"small","gFsLZteQX0"
0,1,0,0,"2012-02-08 12:49:07",0,0,0,"no",0,0,0,20.097,518,1,0,0,0,46,"small","ur0TjZiaz5"
1,1,0,0,"2012-02-08 13:30:38",0,0,0,"no",0,0,0,6.061,89,0,0,0,0,0,"small","1ytWCUTzcG"
0,1,0,0,"2012-02-08 11:03:32",0,0,0,"no",0,0,0,1.716,37,0,1,0,0,0,"small","1UdQoBFTcL"
0,1,2,0,"2012-02-08 11:52:43",0,0,0,"no",0,0,0,7.925,215,0,1,0,0,1,"small","68f7m5cwlV"
1,1,0,0,"2012-02-08 12:59:55",0,0,0,"no",0,0,0,39.805,499,0,1,0,0,0,"big","MDKKYCvL0d"
0,1,0,0,"2012-02-08 15:05:12",0,0,7,"no",0,0,0,31.523,751,1,0,0,0,1,"small","38mUJivnlY"
0,1,0,1,"2012-02-08 16:37:30",0,0,14,"no",0,0,0,26.684,682,1,1,0,0,2,"big","cwwdDllFwD"
0,1,0,0,"2012-02-08 17:11:43",0,0,4,"no",0,0,0,3.097,63,1,0,0,0,0,"small","uegjs9ofpF"
0,1,0,0,"2012-02-08 17:21:09",0,0,4,"no",0,0,0,3.097,63,1,0,0,0,0,"small","mH3DqcUiws"
0,1,0,0,"2012-02-08 17:23:23",0,0,7,"no",0,0,0,37.963,870,1,0,0,0,1,"small","RjoxzS78oD"
0,1,0,0,"2012-02-08 17:38:58",0,0,4,"no",0,0,0,3.111,65,1,0,0,0,0,"small","kgwCwkiAoK"
0,1,0,0,"2012-02-08 17:56:02",0,0,4,"no",0,0,0,3.109,63,1,0,0,0,0,"small","f9unflOazb"
0,1,0,1,"2012-02-08 21:04:21",0,0,0,"no",0,0,0,13.925,349,1,1,0,0,0,"small","LOAnEXphcI"
0,1,0,0,"2012-02-09 08:03:17",0,0,12,"no",1,0,0,11.665,266,1,0,0,0,7,"small","MuZPi93rrD"
0,1,0,1,"2012-02-09 05:38:29",0,0,0,"no",0,0,0,2.23,65,1,1,0,0,0,"small","EbGHOcHW1I"
0,1,0,1,"2012-02-09 05:48:33",0,0,0,"no",0,0,0,1.443,33,1,0,1,0,0,"small","iKLDE7qfQV"
1,1,0,1,"2012-02-09 05:47:07",0,2,0,"no",0,0,0,11.958,178,0,0,0,0,0,"big","k5AaY6txAr"
0,1,0,1,"2012-02-09 05:51:43",0,0,0,"no",0,0,0,5.259,140,1,1,0,0,8,"small","SLzjsIAODK"
1,1,0,0,"2012-02-09 06:42:53",0,0,0,"no",0,0,0,9.178,127,0,0,0,0,0,"small","RosQruzNqQ"
0,1,2,0,"2012-02-09 07:33:41",0,0,0,"no",0,0,0,4.341,93,1,0,0,0,2,"small","59liDNOu5P"
0,1,0,0,"2012-02-09 08:33:12",0,0,7,"no",0,0,0,46.466,1027,1,0,0,0,1,"small","7UvwPdnFKP"
